"CustomerID","CustomerType","X8.9","X9.10","X10.11","X11.12","X12.1","X1.2","X2.3","X3.4","X4.5","X5.6"
887,"Group",33,35.5,25.5,18,17.5,21,19,14.5,19.5,33.5
888,"Group",35,32,11,22.5,22,20.5,15.5,20,20,33
889,"Group",27,26,11.5,24,20.5,18,20,16,24.5,29
890,"Group",25,37,23.5,16.5,22,27,13,35,16.5,32.5
891,"Group",34,21,21,17.5,25,15,27.5,16,26,24
892,"Group",24,30,17.5,15,16.5,26.5,29.5,16.5,33,29
893,"Group",20.5,26,18.5,25,21,21,26.5,12,23.5,28
894,"Group",21,25.5,26,23,25,22.5,23,17,40.5,36.5
895,"Group",24,25.5,17,19,15,18.5,17.5,15.5,15.5,37.5
896,"Group",28.5,30.5,27,18.5,16,12.5,20,13.5,20.5,38.5
897,"Group",21.5,28,21,22,19,22,22,15.5,18.5,30
898,"Group",29,22.5,20.5,16,20,20.5,29,23,36.5,21.5
899,"Group",28,24.5,14.5,20,18,18,16,25,28.5,30.5
900,"Group",18,34.5,21.5,20,23,18,18,27.5,33,17.5
901,"Group",30,29,26,19.5,19,22.5,28.5,15.5,25.5,26.5
902,"Group",27.5,18.5,25.5,22,22.5,15.5,20.5,30,32.5,27.5
903,"Group",30,24,16,18.5,19,12,20,23,27,21
904,"Group",18.5,25.5,14,9.5,23.5,8.5,20.5,21,32.5,29.5
905,"Group",25.5,32,22,10.5,27,19,23.5,15.5,27,30.5
906,"Group",28,27,18.5,20,18.5,17.5,17,31,28.5,27
907,"Group",23,26.5,13.5,15,19,23,20.5,19.5,32.5,32
908,"Group",36.5,20,20,24,20,21,20.5,24,37,27.5
909,"Group",33.5,30.5,20.5,18.5,18,19.5,18.5,19.5,31.5,28.5
910,"Group",25,32.5,16,14,12,18,16,20.5,29,32
911,"Group",23.5,21.5,21,16,16,17.5,18.5,16.5,32,21
912,"Group",25,28,22.5,17.5,21.5,23,13,28,21,17.5
913,"Group",23.5,32,18,19,20,29.5,16,23.5,27,27.5
914,"Group",24,23.5,20.5,18,19.5,19,24.5,24.5,31,30
915,"Group",27.5,30,19.5,25,23,23.5,16.5,15.5,25,33
916,"Group",23,32.5,22,16.5,22.5,17.5,16.5,15,33,34
917,"Group",41,25.5,23,18,20,23.5,27.5,26.5,24,29.5
918,"Group",18,24,16.5,21,19.5,18,16,13.5,26.5,19.5
919,"Group",35,33.5,21.5,22,20,15.5,18,22,24,32.5
920,"Group",27.5,27,16.5,30,23.5,20,21,20,33,18
921,"Group",34.5,23,25.5,21,21,16,20,16.5,24,28.5
922,"Group",21.5,18.5,18,22,15,25.5,20,14,26.5,23.5
923,"Group",32.5,34,22,16.5,21.5,25.5,19.5,18,15.5,25.5
924,"Group",30,22,15.5,22.5,20,20.5,22.5,19.5,29,20.5
925,"Group",23.5,27.5,24,11.5,20,18.5,21,18,22.5,18
926,"Group",25,31,16.5,21.5,21,18,22.5,14,33.5,30.5
927,"Group",32,40.5,14.5,18,18.5,19,20.5,18,36,20
928,"Group",26,21.5,19,22.5,21,17,23,20,23.5,29.5
929,"Group",23,28.5,15,21.5,26,23.5,21,20.5,26.5,31.5
930,"Group",32.5,20,22,22.5,18,19.5,15,21.5,26,39
931,"Group",19,25.5,18.5,19,25,17.5,17.5,13.5,34,32.5
932,"Group",31.5,22.5,18.5,19.5,17.5,17.5,26,28.5,37.5,36.5
933,"Group",29.5,27,20,20.5,23,28.5,16.5,21,28,24.5
934,"Group",27.5,32.5,20.5,24,18.5,13.5,14.5,19.5,27.5,34
935,"Group",29,31,22.5,18.5,24,22,22,18.5,21.5,22.5
936,"Group",33.5,26,24,22,20,20.5,20.5,14,27,26
937,"Group",34,28.5,17,8.5,12.5,16.5,18.5,13,32,26.5
938,"Group",18.5,35.5,21.5,11,28,16,16,18.5,36.5,31
939,"Group",32.5,19.5,17,22,18.5,20.5,16.5,13,20.5,30.5
940,"Group",28.5,21.5,17,16.5,21,25.5,16,15,30.5,31.5
941,"Group",29,35,20,18.5,20.5,21,27.5,9.5,32,29.5
942,"Group",21,40,21.5,13.5,23,17.5,11.5,16.5,37,27.5
943,"Group",29.5,34.5,19.5,17.5,12.5,17,20,24,28,17.5
944,"Group",16.5,28.5,25.5,22.5,25,15.5,14,16.5,26,30
945,"Group",25,31.5,16,26.5,23,14.5,17.5,19,25.5,31
946,"Group",30,29.5,15.5,11.5,22.5,16,18.5,24,21.5,36
947,"Group",25,30.5,20,31,16,15.5,7,14.5,20,33
948,"Group",22,29.5,26.5,25,17.5,20.5,15.5,23,29.5,27
949,"Group",27.5,27,20.5,22,8.5,24,25,20.5,23.5,30
950,"Group",23,26.5,18,12.5,25.5,25.5,21.5,20,25,21.5
951,"Group",28,27.5,17,23,30,18,28.5,16,35,31
952,"Group",27,22.5,25.5,19.5,17,23.5,23.5,18.5,17.5,22.5
953,"Group",25.5,23,15.5,21,16,20.5,22,15,33,22
954,"Group",27,19.5,25.5,16,18.5,22,20,17,24.5,23.5
955,"Group",26.5,22,17.5,19,21.5,21,27,19.5,31.5,28
956,"Group",16.5,33.5,25,23.5,26.5,17.5,26,19.5,23.5,28.5
957,"Group",24.5,25.5,21,18.5,18,15.5,19.5,19.5,34,16.5
958,"Group",31.5,34,25,18,26,17.5,24.5,14,30,24.5
959,"Group",29.5,32.5,18,20.5,19.5,21.5,17,17,25.5,32.5
960,"Group",37,34.5,24.5,16,14.5,18,23.5,22,28.5,27.5
961,"Group",29.5,17,22,12,24,19.5,20.5,28,31.5,25
962,"Group",26.5,32.5,22,15.5,19.5,20,13,24.5,26,21
963,"Group",33.5,27,16,11,15.5,21.5,18,23.5,24,31
964,"Group",20.5,14.5,18.5,13,20.5,21,17.5,19,31.5,27
965,"Group",18,22.5,14.5,12.5,22,21.5,20.5,17.5,25,25
966,"Group",20.5,26,26.5,25.5,19.5,18,18.5,25,43,24.5
967,"Group",27.5,32,18,22,19,24.5,19,13.5,25.5,21
968,"Group",19,27,20.5,18.5,21,14,14,21.5,32.5,35
969,"Group",21.5,27.5,17.5,15,25.5,25,21,28,21.5,26
970,"Group",23,31.5,15,14.5,13,11.5,14,12.5,25.5,28
971,"Group",25.5,22.5,18.5,17.5,22,21.5,25.5,19.5,25,18.5
972,"Group",24.5,22.5,19.5,16,24,17.5,29.5,17.5,26,28
973,"Group",23,25.5,25,18,22.5,23,19.5,10.5,25.5,28
974,"Group",23,26,11.5,24.5,21.5,22,21.5,15.5,38.5,34
975,"Group",28,31,16.5,16.5,20,12,25.5,19,25.5,19.5
976,"Group",22.5,31.5,22,20.5,22,28.5,15.5,19.5,32.5,28
977,"Group",27.5,25.5,21,18.5,27.5,23.5,25.5,20.5,27,33
978,"Group",27.5,29,26,23,20,19,23,14.5,28,30
979,"Group",21.5,32,21,21,27.5,13.5,18,20.5,29,26
980,"Group",25,24.5,18,14.5,18,22.5,20.5,23,29,23
981,"Group",36.5,26.5,18,14,27.5,21.5,19,12,25.5,39.5
982,"Group",23,24,25.5,18.5,20.5,28.5,18.5,15.5,23.5,28.5
983,"Group",22,21,23,16,23.5,23,18.5,17.5,34.5,23
984,"Group",22.5,33.5,19.5,22,17.5,21,16.5,26,22,26
985,"Group",34,25,18.5,26.5,15.5,17.5,13.5,25.5,21,24
986,"Group",28.5,26,17.5,22,13.5,16,22,24.5,33.5,30
987,"Group",24,31.5,15.5,25.5,16.5,14.5,16.5,20,29,29
988,"Group",31,36.5,25.5,20.5,13,15,19,14.5,29.5,34
989,"Group",26.5,29,19,20.5,22.5,15.5,14.5,14.5,21.5,30.5
990,"Group",29,37,19,14,18,21,25.5,14.5,26,29.5
991,"Group",30,24.5,17.5,15.5,21,14,19.5,18,40.5,36
992,"Group",22.5,21.5,17,26.5,18.5,21.5,29,24,29,26.5
993,"Group",24,38,21,21,27.5,20,11,22,28.5,27.5
994,"Group",24.5,25.5,22.5,15,16,22,16,16,14.5,22.5
995,"Group",35,41,22.5,19.5,21,22,22.5,20,27,26.5
996,"Group",21.5,28.5,21.5,14,26.5,20,18,14,38,24.5
997,"Group",26.5,27.5,14.5,17,26.5,15,23,30,30,33
998,"Group",28,24,18,13,18.5,23.5,25,30.5,35.5,30.5
999,"Group",20.5,23.5,19.5,17,18.5,26.5,21,24,27,28
1000,"Group",29.5,24,11,12.5,20,19,27.5,18,23.5,25
501,"Group",35.5,19.5,15.5,20.5,14.5,19,19.5,9,28,29
502,"Group",20.5,26,25.5,15.5,27,22,18.5,12,36,31
503,"Group",31.5,28,20,16,19,25,28,18,37.5,26.5
504,"Group",19,29.5,10.5,17.5,18.5,25,18,17.5,26.5,34
505,"Group",26,20,26,16.5,21.5,18.5,15.5,22.5,24.5,28
506,"Group",30.5,22.5,11.5,16.5,20,13,16.5,17.5,20,19.5
507,"Group",28,30.5,15.5,23.5,18,22,18.5,21.5,28,21
508,"Group",25,29,23,22,15,14,16,21,26.5,27
509,"Group",21,23.5,17,17,23,22.5,17.5,20.5,34,20
510,"Group",30,34,18,22,28.5,23,22,21.5,32.5,24.5
511,"Group",32,28,24.5,14.5,24,26.5,18.5,18,26.5,23
512,"Group",31.5,34,23.5,14.5,25,15,16.5,16,29.5,23
513,"Group",26.5,34.5,18,16,20.5,16,16,19.5,28.5,26.5
514,"Group",34,18.5,22.5,15,25.5,26.5,13.5,18.5,22,29.5
515,"Group",21,32.5,19,25,13,22,28.5,17,24,17
516,"Group",24,27,12.5,10.5,21,9,25.5,14.5,25,26.5
517,"Group",22.5,24.5,19.5,23,15,25.5,21,19,23.5,30
518,"Group",33.5,26.5,21.5,25,20,20,25.5,21.5,27,28
519,"Group",33,24.5,23,27,18.5,19.5,18.5,16,29,35
520,"Group",25,16.5,11.5,21.5,16.5,18.5,24.5,21.5,21,22
521,"Group",31,25,23.5,26,14.5,23.5,18,21,24,27.5
522,"Group",30,31,22,22.5,19,28,21,13.5,24,23.5
523,"Group",24,19,14,19.5,21.5,19.5,18,22,27,22.5
524,"Group",21.5,28,24.5,19,27.5,14,18.5,10.5,27,27
525,"Group",15,31,19.5,25,16,21,27,21,26.5,28
526,"Group",30,26,22,17.5,25,26.5,24,25.5,37,25.5
527,"Group",27.5,26.5,12,6.5,21.5,17.5,19,26.5,14.5,30.5
528,"Group",20,17.5,21.5,19,22.5,15,20.5,14,23,22.5
529,"Group",30,26.5,28,16.5,29.5,20,22,19.5,26.5,36.5
530,"Group",34,23.5,20,23.5,28.5,20.5,24.5,23,22.5,19.5
531,"Group",27.5,25.5,15.5,21,11,24,23,14,30,36.5
532,"Group",34,33.5,30,19,28,25,18.5,25.5,22.5,24
533,"Group",25,31.5,20,18.5,21.5,10.5,22.5,25.5,21.5,27.5
534,"Group",32.5,25.5,16.5,20,26,26,26.5,15.5,29.5,25
535,"Group",31,17,21.5,22,20.5,24.5,18.5,11.5,30.5,32
536,"Group",25,30.5,30,16,15,21.5,21.5,25.5,22.5,18.5
537,"Group",21.5,30,22.5,16.5,24,21,15.5,18,21,19.5
538,"Group",26.5,24,20,21.5,14.5,19.5,22.5,20,19.5,26
539,"Group",24.5,28.5,19,18.5,25.5,21.5,23.5,19.5,28.5,32.5
540,"Group",27,26.5,19.5,29.5,27,10.5,16,26.5,22.5,17.5
541,"Group",30,16,26.5,20,22,23,19,18.5,26.5,21
542,"Group",27.5,28,28.5,21.5,22.5,16.5,15,18.5,25.5,21.5
543,"Group",18.5,29.5,25.5,13,14,16.5,22,13,29,30
544,"Group",38,29,20,21.5,17.5,13.5,26.5,14,24.5,27
545,"Group",31,31.5,27,16,13,20.5,16,20.5,33.5,20
546,"Group",17.5,24,26.5,20.5,25.5,21,17,10.5,30.5,18.5
547,"Group",37.5,34.5,13.5,21.5,19,21,27,19.5,31,20
548,"Group",28,27,14,15.5,23.5,23.5,22,18.5,19,22.5
549,"Group",35,24.5,25.5,13,21,22.5,25,13.5,27.5,27.5
550,"Group",22,19.5,16.5,21,23.5,18.5,23.5,16.5,27,22
551,"Group",31,36.5,18,18.5,20.5,17.5,26.5,15.5,28.5,33
552,"Group",21.5,33.5,11,22,25,15.5,16.5,14.5,26,25
553,"Group",39.5,24,14,23.5,22,17.5,23,15,25.5,29.5
554,"Group",26,31,20,19,21.5,12,15,24.5,30.5,20.5
555,"Group",22,42,16.5,19.5,17.5,22,22.5,18.5,22.5,32.5
556,"Group",28.5,28.5,19.5,21.5,14,18.5,22,15.5,21,31
557,"Group",30.5,28,20.5,17.5,24,22,18,18.5,32,24.5
558,"Group",21,34.5,21.5,22,18,19,23,15,37.5,31.5
559,"Group",35,38,26,26,17.5,15.5,16,18.5,22.5,25
560,"Group",26,30,19,15,19.5,22,23,21.5,25,21
561,"Group",29,27,12,21,21.5,19,14,15.5,27.5,26.5
562,"Group",19,18.5,19,19.5,18.5,16,22,15,19,23
563,"Group",24,32.5,19.5,23,18.5,18.5,16,19.5,15,28.5
564,"Group",27,23,27,21.5,18.5,13.5,16.5,16,26.5,25.5
565,"Group",22.5,27.5,28.5,23,15.5,14,23,15,32.5,20
566,"Group",25.5,33.5,23,16,22,10.5,18.5,15,19.5,25.5
567,"Group",30,20,21,15,31.5,22,24,18.5,25,29.5
568,"Group",23,16.5,16,27.5,14,30,17.5,9,32.5,24.5
569,"Group",23,33.5,20,13.5,18,23.5,24.5,22,25,24
570,"Group",19.5,22,9.5,15,28,17.5,19.5,17,31,20.5
571,"Group",27.5,37.5,15,24,18.5,17,20.5,27,34,21.5
572,"Group",25.5,21,16.5,15.5,20.5,19,16.5,21,27,28.5
573,"Group",24,23,14,18.5,16,16.5,13.5,25,20.5,26
574,"Group",30.5,39,22,17.5,17,16,24.5,17.5,30,30.5
575,"Group",28.5,36,15.5,26.5,18.5,16,24.5,20,19,24.5
576,"Group",19,26.5,23,16.5,22.5,19,15.5,14.5,21,28.5
577,"Group",26.5,22,25,19.5,22,30,20,14.5,24,29
578,"Group",23,27,25,21,14,13,16.5,17.5,24,23.5
579,"Group",18,26,22.5,21,19.5,20,20,20.5,27,38.5
580,"Group",24.5,27,12.5,21.5,16.5,17.5,16.5,23,28.5,28.5
581,"Group",18.5,35,21.5,15.5,27,25.5,25,13.5,23.5,27
582,"Group",39,28,15.5,19.5,22.5,19.5,16.5,19.5,20.5,20.5
583,"Group",22.5,27.5,20,15,26.5,28,15.5,12.5,20.5,29
584,"Group",28.5,17.5,20.5,16,14,17.5,27,19,31.5,27.5
585,"Group",16.5,26.5,25,18.5,26.5,24.5,13,8.5,30,34
586,"Group",17.5,28,20.5,19.5,24.5,15,23,17.5,34,27
587,"Group",25.5,30.5,18.5,22,19,18,27.5,16,27.5,26.5
588,"Group",26.5,26,19,25.5,23,18.5,25.5,17.5,28,29
589,"Group",25,29,18.5,24.5,28.5,16.5,22.5,21,34,16.5
590,"Group",31,21.5,29,21,21,19.5,16,17.5,21.5,25
591,"Group",25.5,27,17.5,28.5,28.5,20.5,15.5,22,23,30
592,"Group",34.5,22.5,23,21,11.5,19,25.5,12.5,23.5,25
593,"Group",30,29.5,20.5,20,25,21,17,19,36,24.5
594,"Group",26.5,30,17,16.5,18,16,17.5,17.5,28,23.5
595,"Group",32.5,32.5,23,17.5,23,18,16.5,16,26,28.5
596,"Group",26.5,25.5,15,19.5,13,20.5,18,20,25,22
597,"Group",28.5,23,25,25.5,14.5,21.5,21.5,15.5,26,31.5
598,"Group",25,27,16,13.5,21.5,17,23.5,15.5,17,19
599,"Group",36.5,23.5,25,21.5,26,20.5,16,13,41.5,22
600,"Group",32.5,27,19,21.5,20.5,19,24.5,23,19.5,36.5
601,"Group",26,22.5,22,19,26,24.5,29,27,24,19
602,"Group",24.5,28.5,13.5,13,27,30,20,24,20,17
603,"Group",30,23.5,22,28,26,12.5,11,15.5,31,27.5
604,"Group",19,24.5,14.5,19,24.5,22.5,25.5,20.5,23,31.5
605,"Group",26.5,28.5,13.5,14.5,23.5,21,18,23,32,30
606,"Group",35.5,26,26,27.5,10.5,16,24,22,29.5,21.5
607,"Group",30,33.5,21,17.5,24.5,13,23,25,25.5,32.5
608,"Group",32,27,14,13,28,16.5,18.5,21.5,28.5,26
609,"Group",16.5,31.5,15,17.5,17,21.5,27.5,15.5,23.5,26
610,"Group",20.5,21.5,19.5,24.5,18,23.5,26.5,22,30,26.5
611,"Group",31,32,19,18.5,17,17,20.5,20,27.5,25
612,"Group",26,20.5,19.5,20,25.5,19,24.5,26.5,34,25
613,"Group",29.5,21,18,24,29,26.5,12.5,24.5,28,32
614,"Group",28.5,32.5,18.5,17.5,21.5,22,16.5,22.5,30.5,27.5
615,"Group",36.5,25.5,21,15.5,13.5,19,22.5,19.5,27.5,19.5
616,"Group",27,21.5,21,20,20,17,10.5,19,23.5,31
617,"Group",23,32.5,16.5,18,9.5,21.5,24.5,11.5,29,18
618,"Group",26.5,16,22.5,20.5,17.5,14.5,27.5,16.5,29.5,22
619,"Group",21.5,19.5,23,16.5,19,20.5,16.5,25,32,21.5
620,"Group",26,25,11.5,14.5,25,17,22.5,22.5,31,25
621,"Group",28,30,24,21.5,19,23.5,23,19,23.5,36
622,"Group",14.5,20,12.5,22,14,12,22.5,22.5,33,27
623,"Group",23,26,16,11.5,20.5,15.5,18,20,28.5,38
624,"Group",22.5,25.5,14.5,16,16,21,20,20.5,39,35
625,"Group",20,26,16.5,21.5,24.5,22.5,19,12.5,27.5,18
626,"Group",28,29.5,17.5,30.5,24,12,19.5,22,25,34.5
627,"Group",23.5,36,19.5,21,27.5,14,26,16,27.5,24
628,"Group",32.5,30.5,19,23,25,24,26,15,18,21.5
629,"Group",26,25.5,21.5,17,26.5,23,24.5,21.5,22.5,23.5
630,"Group",22.5,36.5,10,18,23,19.5,14.5,16,39,29.5
631,"Group",17.5,26,23.5,17,25.5,24.5,22.5,19,22.5,26
632,"Group",17.5,30.5,18,23.5,21.5,27.5,15,21,18,22
633,"Group",37.5,33.5,15,18,23.5,19,27,18.5,25.5,27.5
634,"Group",40.5,21.5,16.5,23,22,22,19.5,22,25.5,28
635,"Group",23.5,26,21.5,16.5,20,18.5,23,14.5,38,25.5
636,"Group",40,27,21.5,18.5,14.5,17.5,26.5,10.5,27,32
637,"Group",27,24,14.5,21,19.5,13,12.5,16.5,20,25
638,"Group",37,25.5,21.5,17,18.5,17,16.5,20,31,34
639,"Group",28,27.5,26.5,26,12.5,19.5,21.5,23,23.5,24.5
640,"Group",31,29,22.5,21,15,25.5,18,12.5,24.5,25.5
641,"Group",25.5,29,15.5,19,24,30.5,18.5,17,28.5,27
642,"Group",33,30.5,25,17,17,20.5,15,14,12.5,24
643,"Group",24.5,26.5,19,18,17.5,18,12.5,23.5,23.5,27.5
644,"Group",27,27,14,17,19,19.5,16,21,29,24.5
645,"Group",22.5,24,20.5,22,19,22,17,16,38,24
646,"Group",22,32,19,18,26,19,22,17.5,28.5,30.5
647,"Group",27,26,20.5,22,17.5,11,20.5,18.5,28.5,28.5
648,"Group",30.5,33.5,24,19.5,23,16.5,25,19,32.5,36
649,"Group",32,25,13.5,17,25,17.5,20,26,18,30
650,"Group",27.5,29.5,15,8.5,19.5,17.5,17,17.5,17.5,30
651,"Group",36.5,31,17.5,18.5,26,12,20.5,22,35,20.5
652,"Group",27.5,22,28,14,25,20.5,18,24.5,38,22.5
653,"Group",25.5,26.5,17,20.5,18.5,24,19,22.5,22,23
654,"Group",30.5,19,19.5,14.5,29,17,23.5,24.5,21,19
655,"Group",24,26,16,21.5,20.5,22,20,23.5,33.5,27.5
656,"Group",18,25.5,24.5,25.5,14.5,16.5,20,29.5,29,19.5
657,"Group",20,34.5,20,23,12.5,22.5,22.5,20,22,18.5
658,"Group",31,28.5,22.5,17.5,21.5,16.5,16.5,32,20,21
659,"Group",27.5,31.5,15.5,14,16,19.5,24,17.5,45,28
660,"Group",28.5,26,20,13,12.5,21.5,21,28,26,27.5
661,"Group",14.5,25,28,19,18,21,23.5,21,33,29.5
662,"Group",41,25,14,23,17,19.5,24,22,30.5,26.5
663,"Group",22.5,27,19,17,17.5,19.5,25,24.5,40,22.5
664,"Group",27.5,24,19.5,15.5,19.5,16.5,16,16.5,17,19.5
665,"Group",28,40,17,19,29.5,14.5,15,21,26,29
666,"Group",31.5,25,12,14.5,22.5,16,17,13,28,28
667,"Group",21,20,39,14,16.5,18,13.5,17,24.5,28
668,"Group",22,26.5,16.5,20,18.5,24,16.5,18.5,27,30
669,"Group",34.5,29.5,21.5,19,10,23,13.5,15,31,18.5
670,"Group",29,37,15,18.5,21,16,28.5,18,23.5,28
671,"Group",30.5,21.5,19,20,13.5,22,24,22.5,35.5,28.5
672,"Group",38,26.5,24,21.5,20.5,22,27,14.5,20,22.5
673,"Group",20,21.5,16.5,16.5,17,21.5,25,27,22.5,22.5
674,"Group",23,33.5,20,28,13.5,16,16.5,24,36.5,23.5
675,"Group",23,26,16.5,21,16,16.5,14.5,23.5,19,36
676,"Group",24,18,24.5,22,16.5,14.5,20.5,15.5,24.5,30.5
677,"Group",23.5,22.5,23.5,20.5,18,20.5,21,21,24,27
678,"Group",25,25.5,14.5,15,17,18,24,22,28,28.5
679,"Group",17.5,22.5,19,23,27.5,30,15,30,24,28
680,"Group",35,18.5,20.5,15.5,27,20.5,18.5,23.5,18,30.5
681,"Group",25.5,26,16,27,12.5,17.5,21,15.5,30.5,26.5
682,"Group",29.5,24,20.5,22.5,17.5,18,20.5,13.5,25,20
683,"Group",39,22,21.5,26.5,26,17,16.5,18,30.5,30
684,"Group",21.5,33,16,21,23.5,22,21,21,26,30
685,"Group",30,26.5,18.5,23,25,22,23.5,25,31.5,19
686,"Group",30,29,23.5,24.5,16,19.5,23.5,19.5,24,42
687,"Group",28,35,21,23.5,13,20,18.5,18.5,36.5,23
688,"Group",26,37,19,23,14.5,21,18,26.5,25.5,21
689,"Group",28,22.5,31,17.5,26,21.5,19,15,26.5,29
690,"Group",22.5,27.5,21.5,19.5,15.5,27,16.5,27.5,29,22.5
691,"Group",17.5,32.5,10.5,22,18.5,18.5,23.5,18,19,30
692,"Group",26,29.5,19,24,26,15,13,22,19.5,35.5
693,"Group",41,26.5,14,23,27,20.5,21,27,24.5,26
694,"Group",24,27.5,22.5,22,16,24,18.5,20,32.5,19
695,"Group",35.5,19.5,23.5,29.5,17,20.5,17,20.5,32,30
696,"Group",23,36.5,23.5,21,20.5,22.5,23,12.5,24.5,26.5
697,"Group",18,28.5,25,20.5,31,24,26.5,17.5,34.5,34
698,"Group",18.5,34,24,22,25,28,21.5,16.5,16.5,27.5
699,"Group",29.5,26,27,24.5,29.5,19.5,13.5,16.5,21.5,26.5
700,"Group",21.5,29,21,24,18,19,22.5,18,22.5,17
701,"Group",25.5,17,24.5,17.5,19.5,24.5,23.5,21,30.5,32.5
702,"Group",34.5,27.5,15,27,19.5,20,19.5,15,20,35.5
703,"Group",29,22.5,28,16.5,21.5,16,22,19,18,34
704,"Group",25,26,21.5,16.5,19.5,24,28,28.5,24.5,29.5
705,"Group",24,37,18.5,17.5,33,21.5,18.5,14,18,34
706,"Group",23,32,17,21.5,18.5,18,19.5,15,25,33
707,"Group",21.5,39.5,22.5,18,20,23.5,16,28.5,27,26.5
708,"Group",25.5,22.5,18.5,25,16.5,18.5,15.5,17.5,36.5,19
709,"Group",26.5,26.5,20.5,17,18.5,24.5,15.5,28.5,27,18
710,"Group",27.5,38.5,23,14,21,21.5,17.5,24,23.5,20.5
711,"Group",29.5,27.5,27.5,20.5,24,14.5,19.5,21.5,23.5,25.5
712,"Group",29.5,25,20,27,16,14.5,14,27.5,33.5,30.5
713,"Group",29.5,31,32,22,23,16,13.5,25,33,25
714,"Group",25,27.5,14,18,25.5,17.5,16,20,26,26
715,"Group",28,26.5,17,14.5,15.5,20,20,21,30,22
716,"Group",27.5,19,14,26,28.5,16,14.5,14,25,38.5
717,"Group",33.5,26.5,21,24.5,15,24.5,18.5,20.5,32.5,25
718,"Group",32.5,29,15.5,16,25.5,18,19,15.5,19,39.5
719,"Group",18,34.5,18.5,19.5,22,20,16,14.5,34.5,25
720,"Group",32.5,23.5,22,19,19.5,12,21.5,25.5,23.5,29.5
721,"Group",18.5,33.5,16.5,18,16,28.5,22,24,29,21.5
722,"Group",24,27,21,16.5,15.5,20.5,10.5,16.5,19,20.5
723,"Group",25,30,17.5,16,26,17,13.5,16.5,31.5,35.5
724,"Group",34.5,31.5,9.5,20,22,19.5,25.5,23,25.5,25
725,"Group",26.5,29,19,22,25.5,29,14,31,35,23.5
726,"Group",35,30,15,21,28,29,23.5,25.5,24.5,26.5
727,"Group",30,22.5,15,35,15.5,27,15,23,25.5,31.5
728,"Group",26.5,26,18,20,16,18.5,15,16.5,28.5,24.5
729,"Group",37,25,30.5,15.5,18,10.5,36,12.5,23,38
730,"Group",30.5,31,19.5,24,18.5,21,17.5,21.5,30.5,28.5
731,"Group",25.5,26,19,24.5,26.5,21.5,16.5,20.5,19,26
732,"Group",27,17.5,17.5,13,23,24,27,23,34,26.5
733,"Group",32.5,20.5,19,16.5,19.5,22,15,22,30.5,24
734,"Group",24,27.5,11.5,22,17.5,22.5,22.5,27.5,31,19.5
735,"Group",25,23,18,24.5,17,21.5,17.5,29,20.5,31
736,"Group",35,28,11.5,16.5,12,23,25,24,22.5,39
737,"Group",25.5,36,19,17.5,19,19,18,17.5,29.5,19
738,"Group",25,37,20,16,14.5,13.5,20,26,18.5,32
739,"Group",29,21.5,28,15.5,27.5,16.5,17,13,22.5,26.5
740,"Group",21.5,28,20,18,24.5,19.5,21.5,16,17,21
741,"Group",32,32,20.5,11.5,18.5,16.5,25.5,22,21.5,36
742,"Group",34,22.5,21.5,22,21.5,26.5,19.5,21.5,19.5,29
743,"Group",21.5,33.5,13.5,16,21.5,17.5,17,16.5,31.5,30.5
744,"Group",28,26.5,28,23,22,29.5,18,17.5,37,22
745,"Group",35.5,25.5,11,30.5,29.5,18,20,14.5,19,21.5
746,"Group",28,30,23.5,17,17,19,20,15,28,29
747,"Group",21,37,19,17,20,18.5,22.5,21.5,25.5,22
748,"Group",28,26,19.5,14.5,22.5,17.5,21,20,22,36.5
749,"Group",27.5,21.5,20.5,19,21,21.5,30.5,24,27,25
750,"Group",27,25.5,20,16,19,24,29.5,17,30,37.5
751,"Group",33,39.5,17.5,17,16,25,19.5,23,37,28.5
752,"Group",27.5,24,25.5,17.5,15,16,12.5,28,22.5,28
753,"Group",30.5,26.5,11,16,14.5,26.5,12.5,24,23.5,25.5
754,"Group",27,25,14,18.5,24,23.5,20.5,24,27.5,21
755,"Group",23.5,32.5,25.5,21,17,21,14,18.5,26.5,25.5
756,"Group",29.5,30.5,21,25,16.5,15.5,18.5,15.5,33.5,22
757,"Group",30.5,26.5,14.5,19.5,19.5,17,30.5,26,27,39.5
758,"Group",20.5,22,12,31.5,23,26,20,26,25.5,15
759,"Group",22.5,26,24,25.5,25,19.5,19,25,28,29.5
760,"Group",33.5,21.5,27.5,24.5,19,20.5,17.5,15.5,35.5,25
761,"Group",35,27.5,20.5,23.5,27,23,26.5,22.5,30.5,30.5
762,"Group",21,28,14.5,18.5,15.5,15,19,15.5,23,30
763,"Group",23.5,29.5,27.5,22,17.5,18.5,21.5,25.5,26.5,25
764,"Group",28,34.5,14.5,20,27.5,12,18.5,18,31,37
765,"Group",28,14,21.5,18,16.5,19,27,12.5,25.5,38.5
766,"Group",30,29.5,20,16,18.5,15,33.5,22.5,26,24.5
767,"Group",24.5,32.5,18,24.5,14.5,21,24,15,20,32.5
768,"Group",22.5,27.5,15.5,19.5,27.5,14.5,24.5,25,21.5,21
769,"Group",32,25.5,24,27,17,19,26.5,15,31,24
770,"Group",37.5,33.5,18,16.5,22,20.5,25,12.5,25.5,24.5
771,"Group",21.5,30.5,17,24,24.5,16.5,17,16.5,24,28.5
772,"Group",28.5,29,19,18,21,15.5,20,21.5,25.5,24
